,Adj Close,Close,High,Low,Open,Volume
2018-02-01,17700,17700,18200,17500,18100,148733
2018-02-02,17200,17200,17700,16900,17600,156233
2018-02-05,16650,16650,17000,16400,16550,98056
2018-02-06,16250,16250,16900,15300,15700,261621
2018-02-07,16300,16300,17700,16050,16650,299485
2018-02-08,16950,16950,17000,16300,16950,72718
2018-02-09,17200,17200,17500,16350,16350,130737
2018-02-12,16850,16850,17500,16700,16350,110080
2018-02-13,16500,16500,17150,16500,17100,80133
2018-02-14,17000,17000,17150,16450,16600,64045
2018-02-19,17200,17200,17350,17000,17350,104777
2018-02-20,18800,18800,18900,17100,17100,605161
2018-02-21,19150,19150,19200,18250,18650,314082
2018-02-22,19300,19300,19850,18700,18850,311935
2018-02-23,19300,19300,19700,18900,19600,203813
2018-02-26,18650,18650,19250,18550,19250,147486
2018-02-27,18950,18950,19400,18600,18600,138268
2018-02-28,19100,19100,19350,18650,18800,158733
2018-03-02,19650,19650,19800,18700,18800,247176
2018-03-05,17700,17700,20000,17600,19700,473176
2018-03-06,18000,18000,18250,17850,17900,154208
2018-03-08,18150,18150,18200,17400,17400,105012
2018-03-09,18050,18050,18650,17750,18050,192612
2018-03-12,18750,18750,18850,18150,18350,183460
2018-03-13,18500,18500,19200,18300,18950,251717
2018-03-14,18200,18200,18600,17900,18500,111216
2018-03-15,18000,18000,18250,17800,18250,141414
2018-03-16,18100,18100,18250,17900,18100,61704
2018-03-19,17700,17700,18050,17550,18050,87764
2018-03-20,17750,17750,18050,17500,17700,88674
2018-03-21,18150,18150,18350,17850,18000,107935
2018-03-22,18300,18300,18650,18050,18250,157425
2018-03-23,17750,17750,18600,17400,17850,210010
2018-03-26,17750,17750,19750,17750,19350,970730
2018-03-27,17750,17750,18400,17400,18200,358579
2018-03-28,18350,18350,18700,18000,18050,496972
2018-03-29,18100,18100,18650,17700,18550,267651
2018-03-30,17500,17500,18100,17450,18100,246304
2018-04-02,16500,16500,17750,16050,17550,367530
2018-04-03,16250,16250,16400,15900,16150,172950
2018-04-04,15600,15600,16200,15450,16050,232800
2018-04-05,16050,16050,16150,15450,15700,6
2018-04-06,16600,16600,16750,16050,16200,162130
2018-04-09,16100,16100,16500,15900,16300,125993
2018-04-10,16200,16200,16200,15550,16000,125455
2018-04-11,16500,16500,16700,15850,16400,166218
2018-04-12,15950,15950,16600,15850,16500,115744
2018-04-13,16100,16100,16300,15650,15900,81599
2018-04-16,16200,16200,16450,16000,16250,100016
2018-04-17,16600,16600,17000,16200,16400,165207
2018-04-18,16350,16350,16800,16200,16700,100503
2018-04-19,15650,15650,16450,15600,16300,244368
2018-04-20,15350,15350,15850,15350,15800,124600
2018-04-23,14550,14550,15350,14250,15250,283038
2018-04-24,14450,14450,14900,14250,14500,163002
2018-04-25,14300,14300,14550,13950,14400,115779
