,Adj Close,Close,High,Low,Open,Volume
2018-01-01,1670,1670,1670,1670,1670,0
2018-02-01,2010,2010,2010,1810,1870,2226318
2018-02-02,1935,1935,2015,1910,2015,879833
2018-02-05,1825,1825,1890,1825,1885,1087577
2018-02-06,1745,1745,1765,1670,1725,1573592
2018-02-07,1675,1675,1810,1675,1805,944916
2018-02-08,1720,1720,1755,1685,1710,563147
2018-02-09,1615,1615,1690,1595,1625,1057885
2018-02-12,1620,1620,1690,1555,1625,669223
2018-02-13,1575,1575,1635,1555,1625,995116
2018-02-14,1640,1640,1655,1575,1575,500315
2018-02-19,1700,1700,1700,1640,1645,437133
2018-02-20,1665,1665,1690,1645,1685,321838
2018-02-21,1675,1675,1680,1645,1665,299958
2018-02-22,1670,1670,1680,1640,1680,300780
2018-02-23,1610,1610,1660,1595,1650,580838
2018-02-26,1580,1580,1615,1570,1610,582944
2018-02-27,1515,1515,1600,1500,1580,1141098
2018-02-28,1520,1520,1590,1500,1535,710026
2018-03-02,1540,1540,1550,1500,1525,302764
2018-03-05,1530,1530,1565,1510,1565,254770
2018-03-06,1530,1530,1555,1495,1530,398051
2018-03-08,1395,1395,1400,1345,1385,464710
2018-03-09,1460,1460,1545,1370,1405,1996699
2018-03-12,1480,1480,1495,1460,1470,616435
2018-03-13,1475,1475,1520,1475,1520,413733
2018-03-14,1470,1470,1495,1430,1480,281806
2018-03-15,1555,1555,1605,1455,1465,1734891
2018-03-16,1560,1560,1580,1545,1555,397211
2018-03-19,1530,1530,1560,1500,1560,282531
2018-03-20,1460,1460,1530,1450,1530,572867
2018-03-21,1415,1415,1490,1415,1470,403703
2018-03-22,1400,1400,1450,1385,1435,412697
2018-03-23,1410,1410,1420,1290,1360,641908
2018-03-26,1400,1400,1400,1335,1350,448086
2018-03-27,1505,1505,1530,1380,1410,954162
2018-03-28,1535,1535,1545,1485,1525,468055
2018-03-29,1530,1530,1550,1500,1535,422515
2018-03-30,1565,1565,1590,1530,1530,702302
2018-04-02,1700,1700,1790,1630,1635,7543732
2018-04-03,1680,1680,1690,1625,1675,1371159
2018-04-04,1620,1620,1675,1590,1675,1143595
2018-04-05,1675,1675,1710,1605,1620,1370129
2018-04-06,1700,1700,1735,1625,1645,1154851
2018-04-09,1710,1710,1725,1670,1685,860004
2018-04-10,1715,1715,1720,1670,1710,836108
2018-04-11,1715,1715,1735,1680,1730,878779
2018-04-12,1700,1700,1730,1670,1730,652638
2018-04-13,1825,1825,1840,1670,1700,3477540
2018-04-16,1780,1780,1835,1760,1835,1623055
2018-04-17,1830,1830,1835,1730,1765,1145547
2018-04-18,1820,1820,1880,1795,1850,1688048
2018-04-19,1860,1860,1890,1825,1845,1809327
2018-04-20,1880,1880,1890,1825,1855,1347734
2018-04-23,1795,1795,1945,1740,1945,1655746
2018-04-24,1875,1875,1880,1785,1800,1661696
2018-04-25,1870,1870,1885,1800,1850,1632017
2018-04-26,1790,1790,1855,1775,1845,1350185
2018-04-27,1775,1775,1820,1755,1775,1237264
2018-05-21,10000,10000,10350,9140,9410,2973662
2018-05-23,9940,9940,10150,9750,9860,587958
2018-05-24,10300,10300,10300,9630,9900,569814
2018-05-25,9710,9710,10250,9500,10000,672229
2018-05-28,9420,9420,9740,9300,9710,344407
2018-05-29,10650,10650,10650,9500,9510,1147444
2018-05-30,10500,10500,10850,10150,10400,712909
2018-05-31,10950,10950,11100,10300,10650,922822
2018-06-01,11000,11000,11600,10700,11200,452972
2018-06-04,10950,10950,11400,10600,10900,363039
2018-06-05,10950,10950,11300,10800,10950,248187
2018-06-07,10650,10650,11200,10650,11200,185304
2018-06-08,10350,10350,10750,10150,10650,245112
2018-06-11,9990,9990,10450,9790,10350,361775
2018-06-12,10050,10050,10300,9950,10150,142489
2018-06-14,10250,10250,10400,9980,10050,153634
2018-06-15,9950,9950,10250,9860,10250,117051
2018-06-18,9240,9240,9970,8740,9850,561554
2018-06-19,8020,8020,9240,7950,9240,533031
2018-06-20,8370,8370,8680,8090,8090,317988
