,Open,High,Low,Close,Volume,Adj Close
2017-12-18,6360,6410,6250,6330,3616,6330
2017-12-19,6350,6360,6190,6230,1093,6230
2017-12-21,6480,6630,6250,6500,2869,6500
2017-12-22,6350,6500,6250,6250,2899,6250
2017-12-26,6260,6400,6200,6280,975,6280
2017-12-27,6280,6330,6100,6250,1742,6250
2017-12-28,6250,6310,6110,6290,3293,6290
2018-01-02,6430,6490,6250,6400,3448,6400
2018-01-03,6390,6600,6310,6530,12585,6530
2018-01-04,6380,6670,6320,6510,17739,6510
2018-01-05,6500,6500,6100,6130,25681,6130
2018-01-08,6140,6300,6110,6180,3959,6180
2018-01-09,6200,6200,6100,6170,6753,6170
2018-01-10,6150,6190,6150,6170,1325,6170
2018-01-11,6160,6400,6160,6180,14228,6180
2018-01-12,6270,6270,6130,6200,5206,6200
2018-01-15,6190,6240,6000,6190,14175,6190
2018-01-16,6100,6240,6090,6180,19869,6180
2018-01-17,6230,6280,6170,6250,5708,6250
2018-01-18,6200,6360,6200,6360,3276,6360
2018-01-19,6360,6420,6100,6140,25138,6140
2018-01-22,6140,6190,6070,6120,7802,6120
2018-01-23,6120,6150,6080,6150,6022,6150
2018-01-24,6240,6240,6080,6140,5093,6140
2018-01-25,6270,6330,6180,6250,14501,6250
2018-01-26,6380,6380,6150,6310,16011,6310
2018-01-29,6370,6910,6370,6610,102177,6610
2018-01-30,5590,5670,5450,5570,44497,5570
2018-01-31,5570,5790,5570,5700,9941,5700
2018-02-01,5700,5790,5640,5650,5711,5650
2018-02-02,5990,5990,5550,5670,6180,5670
2018-02-05,5670,5920,5600,5630,6087,5630
2018-02-06,5630,5630,5410,5470,4061,5470
2018-02-07,5470,5940,5470,5630,10412,5630
2018-02-08,5730,5850,5640,5770,3257,5770
2018-02-09,5540,5700,5350,5510,4817,5510
2018-02-12,5540,5700,5350,5740,5812,5740
2018-02-13,5740,5800,5630,5740,6581,5740
2018-02-14,5620,5760,5550,5720,8561,5720
2018-02-19,5700,5700,5500,5550,9801,5550
2018-02-20,5530,5610,5060,5060,41443,5060
2018-02-21,5060,5170,4925,5060,11696,5060
2018-02-22,5010,5120,4970,5070,6063,5070
2018-02-23,5040,5090,5030,5050,6727,5050
2018-02-26,5120,5160,5060,5060,17204,5060
2018-02-27,5090,5170,5030,5030,10108,5030
2018-02-28,5030,5090,4960,5060,7953,5060
2018-03-02,5060,5070,4985,4990,3898,4990
2018-03-05,4935,4965,4620,4630,11799,4630
2018-03-06,4630,4830,4510,4635,14375,4635
2018-03-08,4640,4900,4605,4885,8564,4885
2018-03-09,4885,5010,4885,4900,13686,4900
2018-03-12,4900,5120,4870,5040,11942,5040
2018-03-13,5040,5280,5040,5270,11621,5270
2018-03-14,5360,5360,5220,5220,21863,5220
2018-03-15,3845,4050,3610,3625,126943,3625
2018-03-16,3695,3700,3600,3600,16791,3600
2018-03-19,3565,3600,3565,3565,9148,3565
2018-03-20,3570,3585,3550,3570,3983,3570
2018-03-21,3500,3570,3450,3470,8457,3470
2018-03-22,3450,3495,3350,3495,10101,3495
2018-03-23,3470,3500,3395,3490,1783,3490
2018-03-26,3490,3620,3360,3360,4558,3360
2018-03-27,3360,3800,3100,3160,55099,3160
2018-03-28,2890,2990,2805,2960,527830,2960
2018-03-29,2955,2955,2710,2750,128469,2750
2018-03-30,2740,2780,2705,2705,61513,2705
2018-04-02,2735,2765,2680,2680,55254,2680
2018-04-03,2605,2670,2580,2605,106967,2605
2018-04-04,2625,2745,2600,2625,84387,2625
2018-04-05,2655,2745,2600,2690,124433,2690
2018-04-06,2690,2720,2635,2700,67438,2700
2018-04-09,2700,2730,2590,2640,49620,2640
2018-04-10,2605,2700,2535,2540,59760,2540
2018-04-11,2530,2595,2500,2525,60350,2525
2018-04-12,2500,2550,2500,2520,28612,2520
2018-04-13,2555,2660,2505,2585,13358,2585
2018-04-16,2585,2725,2550,2630,26787,2630
2018-04-17,2630,2660,2595,2630,20606,2630
2018-04-18,2630,2715,2630,2650,26397,2650
2018-04-19,2710,2710,2615,2640,19610,2640
2018-04-20,2640,2695,2530,2680,24397,2680
2018-04-23,2700,2715,2600,2615,16861,2615
2018-04-24,2615,2710,2615,2710,55166,2710
2018-04-25,2760,2760,2640,2675,39160,2675
2018-04-26,2675,2710,2600,2625,18251,2625
2018-04-27,2625,2775,2590,2630,106344,2630
2018-04-30,2680,2780,2640,2745,71179,2745
2018-05-02,2745,2795,2725,2735,26623,2735
2018-05-03,2750,3070,2740,2920,372860,2920
2018-05-04,2920,2960,2805,2880,77375,2880
2018-05-08,2880,2910,2710,2855,55598,2855
2018-05-09,2885,2970,2820,2945,70856,2945
2018-05-10,2970,2980,2815,2960,74159,2960
2018-05-11,2910,3050,2900,3000,45330,3000
2018-05-14,2950,3000,2920,2925,33952,2925
2018-05-15,3020,3020,2855,2940,31062,2940
2018-05-16,2940,3000,2840,2900,12967,2900
2018-05-17,2830,2935,2815,2885,40334,2885
2018-05-18,2985,2985,2810,2885,25456,2885
2018-05-21,2885,2970,2860,2905,11408,2905
2018-05-23,2905,3000,2860,2905,15716,2905
2018-05-24,2905,2905,2845,2890,12739,2890
2018-05-25,2890,2920,2785,2830,7680,2830
2018-05-28,2900,2900,2765,2790,18048,2790
2018-05-29,2790,2790,2650,2740,16216,2740
2018-05-30,2790,3270,2790,2930,763044,2930
2018-05-31,2995,3190,2975,3180,334106,3180
2018-06-01,3250,3255,3005,3080,93509,3080
2018-06-04,3080,3095,2890,3080,87276,3080
2018-06-05,3080,3175,2990,3075,42085,3075
2018-06-07,3090,3155,3000,3100,41660,3100
2018-06-08,3100,3100,2925,3020,24738,3020
2018-06-11,3020,3030,2820,2875,43867,2875
2018-06-12,2875,2925,2845,2860,12656,2860
2018-06-14,2820,2950,2735,2875,33255,2875
2018-06-15,2875,2945,2760,2880,16608,2880
2018-06-18,2880,2950,2845,2900,23555,2900
2018-06-19,2920,2920,2795,2920,18338,2920
2018-06-20,2910,2920,2805,2860,42521,2860
2018-06-21,2920,2930,2835,2915,18846,2915
2018-06-22,2820,2910,2810,2890,7726,2890
2018-06-25,2815,2875,2770,2805,20416,2805
2018-06-26,2780,2805,2730,2765,14056,2765
2018-06-27,2755,2795,2695,2790,16675,2790
