,Open,High,Low,Close,Volume,Adj Close
2018-07-17,7050,7140,6580,6660,990111,6660
2018-07-18,6710,6710,6110,6240,1510187,6240
2018-07-19,6160,6220,5870,5920,851234,5920
2018-07-20,5940,6500,5920,6090,1784211,6090
2018-07-23,6050,6220,5540,5540,703101,5540
2018-07-24,5510,6110,5510,5640,1100189,5640
2018-07-26,6160,6290,5900,6040,1074352,6040
2018-07-27,6150,6530,6080,6350,2500145,6350
2018-07-30,6320,6480,6290,6480,1015084,6480
2018-07-31,6500,6570,6280,6280,943737,6280
2018-08-01,6340,6480,6290,6310,675341,6310
2018-08-02,6310,6370,6110,6120,499595,6120
2018-08-03,6080,6300,6050,6070,397845,6070
2018-08-06,6060,6230,6030,6050,391527,6050
2018-08-07,6060,6340,6010,6120,676466,6120
2018-08-08,6160,6240,6040,6100,418432,6100
2018-08-09,6090,6160,6040,6040,342004,6040
2018-08-10,6110,6480,6030,6090,1704768,6090
2018-08-13,6060,6080,5750,5760,834136,5760
2018-08-14,5730,5870,5680,5710,279747,5710
