,Adj Close,Close,High,Low,Open,Volume
2018-01-01,4540,4540,4540,4540,4540,0
2018-02-01,4630,4630,4675,4560,4615,24393
2018-02-02,4555,4555,4670,4500,4670,15307
2018-02-05,4495,4495,4600,4465,4600,17898
2018-02-06,4490,4490,4565,4320,4420,33255
2018-02-07,4355,4355,4600,4330,4600,14277
2018-02-08,4400,4400,4425,4320,4425,7414
2018-02-09,4360,4360,4425,4250,4390,10091
2018-02-12,4355,4355,4425,4300,4390,15429
2018-02-13,4335,4335,4405,4285,4405,5425
2018-02-14,4290,4290,4500,4290,4500,4854
2018-02-19,4305,4305,4440,4270,4440,6714
2018-02-20,4320,4320,4480,4305,4480,6848
2018-02-21,4900,4900,5000,4320,4370,189884
2018-02-22,5050,5050,5100,4795,4800,71756
2018-02-23,5000,5000,5050,4900,5050,37991
2018-02-26,5010,5010,5140,4990,5140,20817
2018-02-27,5010,5010,5080,4905,4905,23731
2018-02-28,4940,4940,5120,4900,5120,16529
2018-03-02,4970,4970,5000,4805,4805,10035
2018-03-05,5010,5010,5290,4970,4970,18696
2018-03-06,5000,5000,5140,4930,5010,16297
2018-03-08,5240,5240,5270,5040,5050,41129
2018-03-09,5520,5520,5520,5310,5320,125791
2018-03-12,5260,5260,5800,5120,5640,169736
2018-03-13,5310,5310,5350,4875,5270,65024
2018-03-14,5380,5380,5480,5310,5310,32550
2018-03-15,5100,5100,5680,5010,5490,151430
2018-03-16,5280,5280,5350,5100,5200,34597
2018-03-19,5310,5310,5380,5140,5280,12529
2018-03-20,5320,5320,5400,5250,5330,19157
2018-03-21,5320,5320,5430,5280,5320,19770
2018-03-22,5120,5120,5440,5120,5360,34558
2018-03-23,5000,5000,5150,4995,5070,12095
2018-03-26,5130,5130,5190,4910,4910,17155
2018-03-27,5140,5140,5200,4995,5200,20088
2018-03-28,5050,5050,5090,4980,5080,10735
2018-03-29,4980,4980,5050,4945,5050,14523
2018-03-30,5050,5050,5190,4980,4980,7364
2018-04-02,5010,5010,5180,4955,4980,12399
2018-04-03,4970,4970,5010,4885,4910,17886
