,Open,High,Low,Close,Volume,Adj Close
2017-12-18,2255,2270,2205,2225,490317,2225
2017-12-19,2225,2235,2170,2175,579002,2175
2017-12-21,2140,2170,2080,2095,864133,2095
2017-12-22,2070,2095,2050,2060,563400,2060
2017-12-26,2080,2145,2080,2100,788495,2100
2017-12-27,2110,2160,2105,2145,438110,2145
2017-12-28,2150,2190,2145,2160,407446,2160
2018-01-01,2160,2160,2160,2160,0,2160
2018-01-02,2160,2220,2160,2215,535084,2215
2018-01-03,2215,2240,2215,2220,576950,2220
2018-01-04,2235,2265,2220,2230,659277,2230
2018-01-05,2275,2300,2260,2300,1094365,2300
2018-01-08,2345,2430,2305,2305,3009117,2305
2018-01-09,2340,2370,2300,2300,885009,2300
2018-01-10,2365,2365,2300,2310,764438,2310
2018-01-11,2270,2325,2270,2295,670206,2295
2018-01-12,2300,2330,2220,2255,968214,2255
2018-01-15,2255,2275,2230,2260,459368,2260
2018-01-16,2250,2290,2230,2290,492948,2290
2018-01-17,2280,2295,2235,2245,678516,2245
2018-01-18,2245,2355,2240,2355,1377966,2355
2018-01-19,2380,2390,2310,2320,699034,2320
2018-01-22,2330,2330,2285,2290,504132,2290
2018-01-23,2300,2345,2300,2330,521691,2330
2018-01-24,2330,2365,2310,2330,544107,2330
2018-01-25,2345,2380,2315,2380,847957,2380
2018-01-26,2410,2420,2365,2390,770126,2390
2018-01-29,2400,2410,2355,2380,844998,2380
2018-01-30,2510,2520,2365,2370,2212543,2370
2018-01-31,2365,2455,2340,2445,1803199,2445
2018-02-01,2445,2455,2380,2415,796037,2415
2018-02-02,2435,2440,2350,2375,1019381,2375
2018-02-05,2330,2330,2230,2245,1258810,2245
2018-02-06,2155,2240,2125,2210,1138624,2210
2018-02-07,2245,2245,2160,2160,668317,2160
2018-02-08,2140,2210,2140,2190,503323,2190
2018-02-09,2130,2145,2090,2100,948857,2100
2018-02-12,2130,2145,2090,2090,502545,2090
2018-02-13,2105,2130,2085,2085,427808,2085
2018-02-14,2100,2115,2085,2090,277497,2090
2018-02-19,2120,2165,2110,2165,345315,2165
2018-02-20,2165,2235,2165,2220,987171,2220
2018-02-21,2230,2235,2195,2210,442157,2210
2018-02-22,2215,2220,2185,2190,273612,2190
2018-02-23,2220,2355,2220,2315,2859734,2315
2018-02-26,2370,2370,2305,2315,1016146,2315
2018-02-27,2315,2375,2295,2300,861279,2300
2018-02-28,2285,2320,2225,2235,730672,2235
2018-03-02,2205,2205,2140,2185,610559,2185
2018-03-05,2185,2205,2145,2155,509836,2155
2018-03-06,2165,2215,2160,2195,496822,2195
2018-03-08,2185,2220,2165,2195,531617,2195
2018-03-09,2200,2265,2195,2250,712308,2250
2018-03-12,2270,2305,2260,2260,567652,2260
2018-03-13,2305,2930,2280,2770,26937627,2770
2018-03-14,2970,3030,2685,2810,27647434,2810
2018-03-15,2750,2810,2700,2770,9674623,2770
2018-03-16,2745,2785,2585,2590,9200905,2590
2018-03-19,2590,2655,2575,2590,3911683,2590
2018-03-20,2560,2660,2540,2605,4111333,2605
