,Adj Close,Close,High,Low,Open,Volume
2018-02-01,56200,56200,63100,56200,61700,581545
2018-02-02,57000,57000,57500,54600,56400,396019
2018-02-05,50200,50200,56500,49850,55000,418298
2018-02-06,51700,51700,51900,47000,47300,502892
2018-02-07,47600,47600,53500,47600,53100,454080
2018-02-08,52200,52200,52300,47300,48150,370572
2018-02-09,50800,50800,52000,49150,49200,239249
2018-02-12,50700,50700,53100,50700,49200,197690
2018-02-13,50000,50000,52400,50000,51700,127827
2018-02-14,50900,50900,51300,49550,50300,140008
2018-02-19,52800,52800,53200,50300,50900,172160
2018-02-20,54700,54700,55800,52000,53000,325861
2018-02-21,55800,55800,57100,53700,54300,223369
2018-02-22,55900,55900,56000,53700,55700,134396
2018-02-23,55100,55100,57200,55100,56900,116376
2018-02-26,57000,57000,59700,55600,56000,495653
2018-02-27,55500,55500,58100,55400,57500,160448
2018-02-28,52400,52400,55000,52000,54600,201613
2018-03-02,53900,53900,54000,50700,50800,129899
2018-03-05,51900,51900,54200,51900,54100,79136
2018-03-06,54100,54100,54100,52700,52800,88695
2018-03-08,53800,53800,53800,52400,53000,91990
2018-03-09,55500,55500,56900,54900,55300,159118
2018-03-12,57800,57800,58200,54800,56300,221247
2018-03-13,58200,58200,58900,56600,57800,167968
2018-03-14,58700,58700,58700,57000,57600,113727
2018-03-15,58800,58800,59700,57900,58200,139946
2018-03-16,59900,59900,59900,57800,59400,173506
2018-03-19,58100,58100,60600,58100,58800,124127
2018-03-20,59400,59400,59400,57000,57300,102382
2018-03-21,59000,59000,60900,58700,60000,246698
2018-03-22,58200,58200,64000,57200,58700,386051
2018-03-23,52200,52200,57500,52200,56600,306521
2018-03-26,55300,55300,55300,52200,52600,179052
2018-03-27,56300,56300,57800,55300,55500,239647
2018-03-28,54900,54900,55900,54200,55100,131166
2018-03-29,55900,55900,56000,54800,54800,87329
2018-03-30,58300,58300,58600,55900,56200,211148
2018-04-02,58900,58900,59400,57700,59300,150962
2018-04-03,59000,59000,60400,57200,57500,213777
2018-04-04,58000,58000,60700,57600,59400,248938
2018-04-05,58700,58700,59500,57600,59100,153
2018-04-06,57200,57200,59000,55500,58600,174890
2018-04-09,57600,57600,57800,57000,57000,121632
2018-04-10,60400,60400,60500,57400,57900,325396
2018-04-11,62400,62400,63400,60200,61500,608606
2018-04-12,58800,58800,62700,58700,62400,337778
2018-04-13,59200,59200,59800,57300,58600,153287
2018-04-16,64500,64500,71600,59700,59800,1985768
2018-04-17,64500,64500,66700,63500,65500,386766
2018-04-18,61300,61300,65000,60800,65000,374391
2018-04-19,58300,58300,61300,58000,60000,340988
2018-04-20,58700,58700,59900,57200,58500,148649
2018-04-23,55700,55700,58200,55200,57700,265608
2018-04-24,55500,55500,57100,55500,56300,126045
2018-04-25,54400,54400,56500,53900,54700,128778
2018-04-26,56800,56800,56800,55100,55400,107541
2018-04-27,57300,57300,58300,57000,57300,97181
2018-04-30,54000,54000,57300,53600,57300,214900
2018-05-02,52200,52200,55300,51300,52600,197279
2018-05-03,52000,52000,53400,52000,52400,102112
2018-05-04,49650,49650,52100,49350,51400,174587
2018-05-08,47000,47000,51200,47000,49550,140531
2018-05-09,50000,50000,50000,46650,46900,161512
2018-05-10,49400,49400,50200,48300,50200,108099
2018-05-11,50500,50500,51200,49250,49700,96636
2018-05-14,49100,49100,51000,49050,50500,79899
2018-05-15,49800,49800,50200,48700,49300,77796
2018-05-16,49200,49200,50500,49200,50000,59582
2018-05-17,49000,49000,49850,48300,49400,86739
2018-05-18,50000,50000,50000,49000,49150,57749
2018-05-21,50000,50000,50700,49850,50300,41326
2018-05-23,49900,49900,50400,48900,50100,62022
2018-05-24,49900,49900,50500,49500,49700,53458
2018-05-25,50200,50200,50500,49500,49800,62396
2018-05-28,48700,48700,50000,48350,49500,100999
