,Open,High,Low,Close,Volume,Adj Close
2018-01-01,54400,54400,54400,54400,0,54400
2018-01-02,58000,58300,55500,55500,225859,55500
2018-01-03,55600,57200,55200,56900,187180,56900
2018-01-04,57200,57200,55400,55600,89738,55600
2018-01-05,55600,56200,54800,55600,62306,55600
2018-01-08,56300,56800,55800,56500,113610,56500
2018-01-09,56800,56800,55400,55500,82656,55500
2018-01-10,55900,56000,54700,55500,94162,55500
2018-01-11,55200,55400,54500,54500,72558,54500
2018-01-12,54600,55600,54500,54600,59617,54600
2018-01-15,54600,54900,54300,54500,49737,54500
2018-01-16,54500,54900,54400,54700,66447,54700
2018-01-17,54600,54900,54000,54200,78375,54200
2018-01-18,54400,56000,54400,54800,76123,54800
2018-01-19,54900,55400,54400,55200,72273,55200
2018-01-22,55000,56200,54900,55600,55931,55600
2018-01-23,55800,56800,55500,56700,132497,56700
2018-01-24,56700,57500,56400,57400,118722,57400
2018-01-25,57500,62100,57300,62000,678319,62000
2018-01-26,62300,62600,60900,61700,167526,61700
2018-01-29,61700,64500,60700,64100,366801,64100
2018-01-30,63900,64500,62500,62700,334711,62700
2018-01-31,61800,62200,59600,60200,197749,60200
2018-02-01,60400,62000,60400,61000,90551,61000
2018-02-02,61000,61900,59000,61700,178990,61700
2018-02-05,60500,60900,59200,59600,97197,59600
2018-02-06,58000,58800,56500,58600,147143,58600
2018-02-07,59300,59700,57300,57500,87791,57500
2018-02-08,57900,59400,57600,58500,220429,58500
2018-02-09,57100,59400,56700,57600,150052,57600
2018-02-12,59000,59000,56300,56900,126006,56900
2018-02-13,57200,59500,56600,59500,161112,59500
2018-02-14,59500,60100,59200,59400,87146,59400
2018-02-15,59400,59400,59400,59400,0,59400
2018-02-16,59400,59400,59400,59400,0,59400
2018-02-19,60000,60600,58700,59700,93477,59700
2018-02-20,59500,59600,57900,57900,67621,57900
2018-02-21,57500,59600,56600,56900,125431,56900
2018-02-22,57100,57700,56600,57500,61705,57500
2018-02-23,57600,60300,57600,59500,178595,59500
2018-02-26,59700,60500,58500,58900,68903,58900
2018-02-27,59000,59200,58000,58200,45747,58200
2018-02-28,57500,59500,57500,58700,79403,58700
2018-03-02,58100,58600,55500,57400,108676,57400
2018-03-05,57400,58000,56000,56500,71089,56500
2018-03-06,57400,57800,56500,57200,77152,57200
2018-03-07,62000,66800,60500,62600,1585083,62600
2018-03-08,63000,65500,60900,64100,612775,64100
2018-03-09,68800,82300,67200,78600,3150138,78600
2018-03-12,79900,80100,74800,75500,1375142,75500
2018-03-13,74300,76700,73100,75900,725338,75900
2018-03-14,74500,76600,74000,74800,384259,74800
2018-03-15,74000,75300,71900,73300,446970,73300
2018-03-16,73800,76100,73600,74700,368856,74700
2018-03-19,78200,86000,76800,84500,1766991,84500
2018-03-20,82500,82800,79800,80200,795582,80200
2018-03-21,79300,83000,78500,80000,827417,80000
2018-03-22,80600,80600,77000,78300,494971,78300
2018-03-23,75600,78600,75200,76300,493286,76300
2018-03-26,76300,79200,74100,78300,427985,78300
2018-03-27,80000,81300,77800,78000,465313,78000
2018-03-28,77300,84100,76100,80000,1874954,80000
2018-03-29,82500,83400,78200,79500,731221,79500
2018-03-30,80000,81300,77900,79700,533091,79700
2018-04-02,78600,79700,77400,77800,369722,77800
2018-04-03,77000,80700,77000,79700,437170,79700
2018-04-04,81500,84300,78500,79400,734799,79400
2018-04-05,79600,80700,78800,79800,1178840,79800
2018-04-06,82500,84300,79800,80300,948359,80300
