Date,Open,High,Low,Close,Adj Close,Volume
2005-10-05,4960,4960,4960,4960,3426,10
2005-10-07,4955,4955,4955,4955,3422,240
2005-10-10,4900,4900,4860,4860,3357,990
2005-10-11,4860,4950,4860,4950,3419,3930
2005-10-12,4900,4900,4900,4900,3384,210
2005-10-13,4950,4950,4950,4950,3419,300
2005-10-14,4850,4930,4850,4930,3405,6020
2005-10-18,4900,4900,4900,4900,3384,330
2005-10-21,4805,4900,4805,4900,3384,1010
2005-10-25,4895,4895,4895,4895,3381,50
2005-10-26,4665,4800,4650,4795,3312,5620
2005-10-27,4800,4800,4800,4800,3315,2100
2005-11-02,4840,4875,4840,4875,3367,4560
2005-11-03,4700,4790,4700,4790,3308,1110
2005-11-04,4700,4790,4700,4790,3308,4440
2005-11-07,4700,4750,4700,4750,3281,2020
2005-11-14,4745,4745,4700,4700,3246,14010
2005-11-15,4745,4745,4700,4700,3246,60
2005-11-16,4755,4755,4700,4700,3246,2730
2005-11-17,4700,4700,4700,4700,3246,10
2005-11-18,4700,4700,4700,4700,3246,3090
2005-11-21,4690,4690,4690,4690,3239,4300
2005-11-22,4515,4655,4515,4555,3146,4160
2005-11-23,4685,4685,4685,4685,3236,20
2005-11-24,4500,4680,4500,4680,3232,20
2005-11-25,4510,4700,4510,4700,3246,7470
2005-11-30,4690,4690,4565,4680,3232,1610
2005-12-01,4550,4665,4550,4665,3222,6170
2005-12-02,4665,4665,4660,4660,3218,1500
2005-12-05,4600,4640,4600,4640,3205,40
2005-12-06,4640,4640,4640,4640,3205,5500
2005-12-07,4640,4640,4640,4640,3205,200
2005-12-13,4500,4635,4500,4635,3201,5310
2005-12-14,4475,4590,4475,4590,3170,20
2005-12-15,4500,4545,4500,4545,3139,2270
2005-12-19,4545,4600,4545,4545,3139,5500
2005-12-20,4540,4540,4540,4540,3136,2000
2005-12-21,4540,4550,4525,4550,3142,1680
2005-12-27,4545,4545,4500,4500,3108,1530
2005-12-28,4500,4500,4500,4500,3108,610
2005-12-29,4500,4635,4500,4635,3201,4500
2006-01-02,4510,4625,4510,4625,3194,2740
2006-01-03,4510,4510,4510,4510,3115,14310
2006-01-04,4510,4510,4500,4510,3115,9250
2006-01-05,4500,4500,4500,4500,3108,4920
2006-01-06,4450,4590,4450,4590,3170,2040
2006-01-10,4500,4590,4500,4590,3170,7700
2006-01-11,4495,4500,4450,4450,3073,3030
2006-01-12,4500,4500,4500,4500,3108,30
2006-01-13,4500,4500,4500,4500,3108,3950
2006-01-16,4460,4470,4440,4450,3073,8700
2006-01-17,4450,4500,4450,4450,3073,7980
2006-01-18,4500,4500,4440,4440,3067,2140
2006-01-19,4455,4455,4455,4455,3077,40
2006-01-20,4405,4500,4405,4500,3108,1780
2006-01-23,4500,4575,4500,4575,3160,8170
2006-01-26,4500,4500,4495,4500,3108,1350
2006-01-27,4500,4500,4500,4500,3108,1890
2006-01-31,4500,4500,4500,4500,3108,20
2006-02-01,4450,4500,4450,4500,3108,840
2006-02-02,4500,4500,4500,4500,3108,590
2006-02-07,4500,4500,4500,4500,3108,20
2006-02-08,4405,4495,4405,4495,3104,2410
2006-02-13,4400,4495,4400,4495,3104,1050
2006-02-15,4500,4500,4500,4500,3108,4140
2006-02-16,4370,4550,4370,4550,3142,1630
2006-02-17,4450,4500,4450,4500,3108,2360
2006-02-20,4500,4570,4405,4570,3156,1170
2006-02-24,4505,4505,4500,4500,3108,200
2006-03-02,4500,4545,4490,4545,3139,2130
2006-03-06,4500,4540,4500,4540,3136,200
2006-03-07,4550,4550,4550,4550,3142,680
2006-03-10,4450,4595,4450,4595,3174,420
2006-03-13,4500,4675,4500,4675,3229,30
2006-03-14,4590,4600,4590,4600,3177,3800
2006-03-21,4520,4595,4520,4595,3174,180
2006-03-22,4520,4645,4520,4600,3177,8390
2006-03-24,4550,4550,4550,4550,3142,2000
2006-03-27,4480,4560,4475,4560,3149,6590
2006-03-29,4505,4615,4505,4615,3187,20
2006-03-31,4600,4635,4510,4635,3201,3730
2006-04-06,4510,4635,4510,4635,3201,560
2006-04-10,4500,4590,4500,4590,3170,180
2006-04-11,4625,4625,4625,4625,3194,2260
2006-04-14,4500,4625,4500,4625,3194,560
2006-04-26,4415,4565,4415,4565,3153,40
2006-04-28,4410,4550,4410,4550,3142,1760
2006-05-02,4540,4540,4500,4500,3108,9780
2006-05-03,4500,4500,4495,4495,3104,3220
2006-05-04,4495,4500,4450,4500,3108,2360
2006-05-08,4495,4500,4450,4470,3087,3360
2006-05-09,4310,4500,4310,4500,3108,8970
2006-05-10,4500,4500,4500,4500,3108,50
2006-05-17,4455,4475,4455,4470,3087,3980
2006-05-24,4500,4500,4500,4500,3108,500
2006-05-26,4460,4495,4460,4495,3104,110
2006-05-31,4335,4485,4335,4485,3098,20
2006-06-01,4450,4450,4450,4450,3073,390
2006-06-02,4450,4460,4450,4460,3080,1690
2006-06-05,4450,4450,4405,4405,3042,610
2006-06-07,4420,4420,4405,4405,3042,1690
2006-06-12,4400,4490,4400,4400,3039,14630
2006-06-14,4480,4480,4480,4480,3094,10
2006-06-20,4450,4450,4450,4450,3073,1400
2006-06-21,4450,4450,4450,4450,3073,370
2006-06-22,4450,4450,4450,4450,3073,1150
2006-06-26,4405,4405,4405,4405,3042,310
2006-06-29,4450,4465,4440,4465,3084,2130
2006-06-30,4475,4475,4475,4475,3091,40
2006-07-24,4450,4450,4450,4450,3073,3200
2006-08-01,4500,4500,4500,4500,3108,120
2006-08-09,4500,4500,4500,4500,3108,9400
2008-09-04,3610,4205,3610,4205,2904,20
2008-09-05,4180,4180,4180,4180,2887,300
2008-09-17,4150,4150,4150,4150,2866,1080
2008-09-18,4125,4125,4125,4125,2849,10
2008-09-22,4150,4150,4150,4150,2866,120
2008-09-23,4090,4100,4090,4100,2832,20
2008-09-26,4100,4100,4100,4100,2832,300
2008-09-29,4100,4140,4100,4140,2859,300
2008-10-01,4125,4125,4125,4125,2849,10
2008-10-07,4115,4120,4115,4120,2845,40
2008-10-09,4120,4120,4120,4120,2845,30
2008-10-13,4280,4285,3780,4120,2845,22720
2008-10-14,4000,4000,4000,4000,2763,500
2008-10-15,4100,4100,4100,4100,2832,10
2008-10-16,4000,4100,4000,4095,2828,280
2008-10-17,4000,4000,3800,4000,2763,1540
2008-10-21,3450,3700,3450,3700,2555,3820
2008-10-27,3800,3995,3600,3600,2486,450
2008-10-29,4070,4070,3200,3200,2210,4460
2008-10-30,3640,3680,3640,3680,2542,1220
2008-11-03,3705,3710,3680,3680,2542,8100
2008-11-04,3680,3680,3680,3680,2542,5000
2008-11-05,3630,3680,3630,3680,2542,4170
2008-11-06,3525,3525,3520,3520,2431,2700
2008-12-04,3700,3700,3700,3700,2555,100
2008-12-05,3800,3800,3800,3800,2624,300
2008-12-11,3700,3700,3700,3700,2555,650
2008-12-12,3750,3750,3750,3750,2590,1020
2008-12-15,3700,3700,3700,3700,2555,5370
2008-12-16,3700,3700,3700,3700,2555,1500
2008-12-17,3700,3700,3600,3600,2486,2520
2008-12-18,3660,3750,3660,3700,2555,20070
2008-12-22,3800,3800,3795,3795,2621,190
2008-12-30,3875,3880,3875,3880,2680,300
2009-01-09,3900,3900,3900,3900,2693,40
2009-01-12,4025,4025,4025,4025,2780,50
2009-01-13,3810,3810,3810,3810,2631,100
2009-01-20,3800,3800,3700,3700,2555,29200
2009-01-28,3700,3750,3700,3750,2590,480
2009-01-29,3750,3755,3750,3755,2593,70
2009-02-06,3800,3800,3800,3800,2624,5000
2009-02-09,3780,3800,3780,3800,2624,1990
2009-02-10,3805,3805,3800,3800,2624,590
2009-02-18,4035,4035,3900,3900,2693,300
2009-03-06,4000,4000,3650,3650,2521,400
2009-03-13,4085,4085,4085,4085,2821,80
2009-03-16,3850,3850,3845,3845,2656,370
2009-03-26,3950,3950,3950,3950,2728,300
2009-04-07,3950,3950,3920,3920,2707,400
2009-04-13,3950,3995,3900,3900,2693,640
2009-04-21,3950,3950,3950,3950,2728,560
2009-04-22,4175,4175,4175,4175,2883,10
2009-04-24,4000,4000,4000,4000,2763,90
2009-05-06,3900,3900,3900,3900,2693,410
2009-05-07,3900,3900,3900,3900,2693,1640
2009-05-11,3900,3905,3900,3900,2693,480
2009-05-12,3900,3900,3900,3900,2693,300
2009-05-13,3900,3900,3900,3900,2693,4780
2009-05-15,3900,3900,3900,3900,2693,500
2009-05-20,3900,3900,3900,3900,2693,690
2009-05-22,3895,3900,3895,3900,2693,500
2009-05-25,3900,3900,3850,3850,2659,3140
2009-05-26,3900,3905,3895,3900,2693,1610
2009-05-28,3900,3900,3900,3900,2693,1000
2009-06-03,4180,4180,4180,4180,2887,150
2009-06-05,3900,3900,3895,3900,2693,1600
2009-06-08,3755,3900,3755,3840,2652,160
2009-06-09,3900,3995,3900,3995,2759,2250
2009-06-10,4000,4000,4000,4000,2763,200
2009-06-11,3950,4000,3930,4000,2763,940
2009-06-18,3905,3905,3900,3900,2693,410
2009-06-23,4115,4115,4115,4115,2842,100
2009-07-02,3980,3980,3975,3975,2745,260
2009-07-03,4185,4185,3910,3990,2756,1210
2009-07-06,4010,4010,4005,4010,2769,690
2009-07-09,3975,3975,3975,3975,2745,10
2009-07-14,4095,4095,4060,4060,2804,610
2009-07-15,4000,4030,4000,4030,2783,2000
2009-07-16,4060,4060,4060,4060,2804,10
2009-07-28,3905,3905,3905,3905,2697,10
2009-07-31,3990,4055,3985,4050,2797,800
2009-08-04,4080,4085,4080,4085,2821,110
2009-08-06,4460,4460,4195,4200,2901,2820
2009-08-20,4125,4125,4125,4125,2849,10
2009-08-21,4200,4200,4185,4195,2897,9370
2009-08-25,4015,4210,4015,4210,2908,220
2009-08-27,4190,4190,4190,4190,2894,80
2009-08-28,4050,4050,4050,4050,2797,20
2009-08-31,4215,4640,4215,4315,2980,140
2009-09-16,4280,4280,4280,4280,2956,10
2009-09-18,4200,4200,4200,4200,2901,20
2009-09-23,4200,4250,4055,4250,2935,8580
2009-09-24,4250,4250,4250,4250,2935,160
2009-10-15,4200,4200,4200,4200,2901,22550
2009-10-19,4315,4815,4300,4300,2970,860
2009-10-21,4495,4495,4495,4495,3104,10
2009-10-28,4000,4200,4000,4200,2901,10338
2009-10-29,4250,4250,4250,4250,2935,100
2009-11-03,4300,4300,4300,4300,2970,10
2009-11-04,4455,4455,4455,4455,3077,10
2009-11-11,4120,4120,4120,4120,2845,662
2009-11-13,4250,4690,4165,4180,2887,180
2009-11-17,4455,4455,4455,4455,3077,10
2009-11-18,4395,4395,4390,4390,3032,20
2009-11-19,4895,4895,4175,4470,3087,40
2009-11-20,4450,4450,4450,4450,3073,100
2009-11-27,4415,4415,4300,4300,2970,30
2009-11-30,4300,4300,4300,4300,2970,10
2009-12-01,4290,4295,4290,4295,2966,4820
2009-12-04,4340,4340,4340,4340,2997,220
2009-12-09,4340,4340,4340,4340,2997,500
2009-12-14,4320,4320,4320,4320,2984,270
2009-12-18,4300,4300,4300,4300,2970,120
2009-12-30,4300,4300,4300,4300,2970,1000
2010-01-04,4300,4300,4300,4300,2970,484
2010-01-05,4430,4430,4430,4430,3060,10
2010-01-19,4020,4125,4020,4100,2832,1793
2010-01-20,4290,4295,4200,4205,2904,10330
2010-01-26,4620,4620,4200,4200,2901,3010
2010-01-27,4205,4205,4205,4205,2904,10
2010-01-28,4210,4215,4210,4215,2911,6000
2010-02-03,4210,4210,4210,4210,2908,10
2010-02-04,4225,4225,4225,4225,2918,156
2010-02-08,4200,4200,4200,4200,2901,5000
2010-02-09,4225,4770,4200,4200,2901,70
2010-02-10,4200,4200,4200,4200,2901,3203
2010-02-11,4735,4735,4000,4665,3222,40
2010-02-12,4635,4635,4635,4635,3201,10
