Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,4420,5080,4290,4940,3155,577900
2000-01-05,4790,4840,4500,4500,2874,634100
2000-01-06,4650,4700,4350,4550,2906,401600
2000-01-07,4310,4740,4310,4550,2906,311500
2000-01-10,4605,5230,4605,5230,3340,828000
2000-01-11,5310,5630,5020,5260,3359,2318200
2000-01-12,5300,5380,5060,5090,3251,587000
2000-01-13,5190,5500,5150,5340,3410,840100
2000-01-14,5330,5330,4950,5070,3238,559400
2000-01-17,5010,5100,4820,5000,3193,523200
2000-01-18,5000,5150,4790,5100,3257,795500
2000-01-19,4900,4950,4650,4650,2970,386500
2000-01-20,4320,4620,4270,4410,2816,610400
2000-01-21,4400,4590,4250,4300,2746,549900
2000-01-24,4300,4380,4260,4300,2746,466800
2000-01-25,4120,4330,4120,4200,2682,251200
2000-01-26,4290,4400,4150,4300,2746,450600
2000-01-27,4330,4790,4300,4655,2973,955800
2000-01-28,4685,5200,4655,5160,3295,1647500
2000-01-31,5030,5580,4950,5200,3321,1582100
2000-02-01,5600,5650,5200,5210,3327,1103800
2000-02-02,5150,5450,5010,5380,3436,996400
2000-02-03,5450,5900,5220,5750,3672,1860500
2000-02-04,5750,5750,5750,5750,3672,0
2000-02-07,5600,5640,5300,5300,3385,1338600
2000-02-08,5120,5360,5070,5070,3238,694300
2000-02-09,5150,5350,4910,4930,3148,910100
2000-02-10,4800,4800,4560,4650,2970,611100
2000-02-11,4600,4800,4430,4600,2938,727500
2000-02-14,4400,4650,4380,4500,2874,763100
2000-02-15,4550,4750,4500,4650,2970,416600
2000-02-16,4990,5340,4860,5300,3385,2884100
2000-02-17,5190,5190,4600,4650,2970,1264700
2000-02-18,4600,4795,4500,4550,2906,745000
2000-02-21,4365,4450,4280,4360,2784,591900
2000-02-22,4255,4500,4130,4400,2810,538000
2000-02-23,4500,4970,4410,4590,2931,960100
2000-02-24,4500,4580,4355,4420,2823,434300
2000-02-25,4360,4420,4250,4355,2781,470200
2000-02-28,4130,4500,4130,4430,2829,599700
2000-02-29,4500,4600,4240,4300,2746,446700
2000-03-01,4300,4300,4300,4300,2746,0
2000-03-02,4200,4420,4200,4350,2778,585800
2000-03-03,4370,4400,4220,4250,2714,522100
2000-03-06,4200,4500,4200,4480,2861,772400
2000-03-07,4510,4550,4360,4380,2797,420500
2000-03-08,4300,4450,4290,4305,2749,475100
2000-03-09,4300,4395,4280,4300,2746,587000
2000-03-10,4300,4380,4200,4210,2689,690300
2000-03-13,4200,4310,4125,4160,2657,639000
2000-03-14,4210,4275,4150,4170,2663,633000
2000-03-15,4170,4270,4030,4060,2593,469300
2000-03-16,4100,4160,3950,3950,2522,585900
2000-03-17,4010,4380,3970,4120,2631,1063700
