Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,29399,36078,29399,0,28358,24882
2000-01-05,33698,33698,31626,0,26683,49504
2000-01-06,32700,32700,28402,0,24814,65006
2000-01-07,29476,30397,29016,0,24749,43316
2000-01-10,30244,32393,29476,0,26425,57646
2000-01-11,32240,32931,30551,0,25651,29376
2000-01-12,30551,35080,29937,0,28358,96923
2000-01-13,33775,35617,32240,0,28423,63508
2000-01-14,34619,36078,34159,0,28874,58753
2000-01-17,34466,37460,34389,0,29647,39928
2000-01-18,36078,36078,32547,0,27585,41557
2000-01-19,32854,32854,30858,0,26038,29246
2000-01-20,31165,32163,30244,0,25909,23514
2000-01-21,28555,31242,28402,0,25780,20909
2000-01-24,30704,31472,29937,0,25974,24296
2000-01-25,30704,31011,30167,0,25394,17456
2000-01-26,30858,30858,30244,0,25909,24035
2000-01-27,32240,33775,31472,0,28101,43706
2000-01-28,33775,33775,32777,0,28101,22993
2000-01-31,33468,34696,33007,0,28616,37974
2000-02-01,34850,35157,33314,0,28229,27618
2000-02-02,33775,36078,33621,0,30099,32764
2000-02-03,35771,37460,35157,0,31388,44749
2000-02-04,37383,37383,37383,0,31388,0
2000-02-07,37920,38074,35464,0,29776,34718
2000-02-08,35464,35924,33775,0,28616,26120
2000-02-09,34389,35157,33314,0,28101,22211
2000-02-10,33775,34389,32393,0,28101,24035
2000-02-11,33775,33775,30704,0,26554,22798
2000-02-14,30704,32700,29169,0,25007,29572
2000-02-15,29937,30397,28555,0,23976,29181
2000-02-16,29169,29476,27864,0,24233,37584
2000-02-17,29476,29476,27787,0,23847,44032
2000-02-18,28402,30244,28402,0,24105,37714
2000-02-21,25638,28095,25638,0,21849,70217
2000-02-22,26099,26713,24256,0,21269,37128
2000-02-23,26099,28785,25792,0,24040,30744
2000-02-24,27020,28402,26252,0,22944,26771
2000-02-25,26559,28555,26252,0,22558,13418
2000-02-28,27327,30858,27020,0,23847,56408
2000-02-29,30551,30704,27634,0,23653,36541
2000-03-01,28171,28171,28171,0,23653,0
2000-03-02,28171,28709,28171,0,23911,30353
2000-03-03,28555,29630,27480,0,23460,52369
2000-03-06,28095,32086,27941,0,26940,116724
2000-03-07,32240,32240,30704,0,26425,24035
2000-03-08,30704,32240,29476,0,25587,26185
2000-03-09,30551,34850,30474,0,25587,72822
2000-03-10,33007,33007,31165,0,26747,30484
2000-03-13,32547,35771,32163,0,28358,84091
2000-03-14,34543,35003,31779,0,27327,53347
2000-03-15,31472,32547,30858,0,25909,46898
2000-03-16,32086,32086,29323,0,24878,36085
2000-03-17,29937,31165,29630,0,25007,18889
2000-03-20,30014,30704,29169,0,24620,18434
2000-03-21,30551,30551,28709,0,24685,23254
2000-03-22,29630,30551,29399,0,25136,29637
2000-03-23,30321,32163,30167,0,25780,41036
2000-03-24,31011,32086,30781,0,26167,29051
2000-03-27,32393,32700,31472,0,26554,48331
2000-03-28,31242,31472,30167,0,25394,38886
2000-03-29,30244,30704,28862,0,24298,81616
2000-03-30,30090,30474,29092,0,24427,25273
2000-03-31,29169,29937,29092,0,24749,19150
2000-04-03,29476,30090,27634,0,23331,27097
2000-04-04,28402,28402,27020,0,23073,27618
2000-04-05,27480,27480,27480,0,23073,0
2000-04-06,27557,28018,26866,0,22622,15568
2000-04-07,26329,27327,26329,0,22944,12571
2000-04-10,27634,28862,27327,0,23589,11790
2000-04-11,28402,28402,28095,0,23718,21560
2000-04-12,28402,28862,27634,0,23589,13092
2000-04-13,28095,28095,28095,0,23589,0
2000-04-14,27634,27941,26943,0,23331,16675
2000-04-17,26252,26866,24871,0,21011,6644
2000-04-18,26252,26252,24717,0,21784,9184
2000-04-19,26099,27787,26099,0,22171,16089
2000-04-20,26099,26866,26099,0,21913,8859
2000-04-21,26713,26713,26099,0,22106,8403
2000-04-24,26406,26483,25485,0,21398,14721
2000-04-25,26406,26406,25331,0,21398,11529
2000-04-26,25638,26175,24563,0,20624,13874
2000-04-27,24563,25101,23873,0,20302,14135
2000-04-28,23796,24871,23796,0,20495,10552
2000-05-01,24410,24410,24410,0,20495,0
2000-05-02,24410,24871,23796,0,20495,13548
2000-05-03,24103,24717,23796,0,20624,8403
2000-05-04,24563,25792,24410,0,20753,14265
2000-05-05,24717,24717,24717,0,20753,0
2000-05-08,24717,26406,24640,0,21462,44162
2000-05-09,25561,25561,25561,0,21462,0
2000-05-10,26559,26636,25638,0,22300,46638
2000-05-11,26559,26559,26559,0,22300,0
2000-05-12,26252,26406,25178,0,21526,19150
2000-05-15,26099,26099,24333,0,20431,17001
2000-05-16,25792,25792,24333,0,21140,15177
2000-05-17,24717,25331,23028,0,19851,12962
2000-05-18,23182,23182,21493,0,18626,10813
