,Adj Close,Close,High,Low,Open,Volume
2013-10-31,23527,47055,25555,22222,22222,4012002
2013-11-01,22916,45833,23916,22361,23694,1192381
2013-11-04,23027,46055,23416,21500,22833,856555
2013-11-05,25694,51388,26361,23111,23305,1432019
2013-11-06,25111,50222,26222,24888,26111,322733
2013-11-07,26111,52222,26111,24361,25111,284818
2013-11-08,25777,51555,26666,25305,25611,166266
2013-11-11,24444,48888,26861,24444,26583,235699
2013-11-12,24805,49611,25138,23500,24722,191920
2013-11-13,24111,48222,24861,24111,24722,71539
2013-11-14,23472,46944,24527,23250,24527,153223
2013-11-15,22583,45166,23750,22500,23472,193914
2013-11-18,22583,45166,23416,22388,22972,178996
2013-11-19,22250,44500,23027,22250,22916,137840
2013-11-20,22222,44444,22527,21694,22333,138463
2013-11-21,21694,43388,22305,21694,22027,79412
2013-11-22,22833,45666,23527,21861,21861,252356
2013-11-25,23666,47333,23694,22722,22972,195973
2013-11-26,23888,47777,24444,23194,23638,305795
2013-11-27,23861,47722,24555,23833,23888,145534
2013-11-28,23916,47833,24305,23638,23833,157496
2013-11-29,24500,49000,24555,23611,23916,224467
2013-12-02,24500,49000,24972,23694,23888,619488
2013-12-03,23888,47777,24805,23666,24444,247687
2013-12-04,23527,47055,24166,23444,23916,99155
2013-12-05,23500,47000,23694,23055,23444,69826
2013-12-06,23250,46500,23722,23222,23361,57550
2013-12-09,22000,44000,23500,21861,23305,288986
2013-12-10,21750,43500,22222,20972,21805,451134
2013-12-11,22083,44166,22722,21722,22083,262346
2013-12-12,21111,42222,22083,21027,21805,226735
2013-12-13,21666,43333,21833,21138,21333,167512
2013-12-16,21416,42833,22250,21416,21666,91246
2013-12-17,20277,40555,21722,20194,21444,272873
2013-12-18,21638,43277,21944,19972,20305,605815
2013-12-19,22361,44722,22833,21722,21916,321012
2013-12-20,22916,45833,23055,22194,22361,150905
2013-12-23,22500,45000,22916,22388,22777,111366
2013-12-24,23333,46666,23361,22361,22555,235584
2013-12-26,23305,46611,24888,23250,23333,1431850
2013-12-27,25277,50555,26444,23527,23666,664837
2013-12-30,27277,54555,27361,25166,25972,531126
2014-01-02,26805,53611,27861,26527,27277,377906
2014-01-03,26527,53055,26638,25694,26583,296802
2014-01-06,26500,53000,26666,25805,26527,167728
2014-01-07,27361,54722,27444,25972,26111,247374
2014-01-08,26194,52388,27638,26194,27361,320850
2014-01-09,26138,52277,26777,25611,26138,203976
2014-01-10,26583,53166,26583,25888,26333,134514
2014-01-13,27444,54888,28000,26388,26777,479153
2014-01-14,27777,55555,28055,27222,27722,361537
2014-01-15,27777,27777,30222,27500,29888,475349
2014-01-16,27777,27777,28777,27722,28277,186543
2014-01-17,28055,28055,28722,27638,28111,136156
2014-01-20,29000,29000,29111,27777,27833,191061
2014-01-21,29111,29111,29222,28388,29055,101943
2014-01-22,31500,31500,32388,28722,29111,324106
2014-01-23,33833,33833,35111,31000,31500,483113
2014-01-24,34055,34055,35888,33333,34000,371761
2014-01-27,33555,33555,35055,33055,33111,226676
2014-01-28,32055,32055,34166,31888,33944,217789
2014-01-29,32833,32833,33222,32055,32388,158130
2014-02-03,31722,31722,32833,30833,32833,217699
2014-02-04,31111,31111,31722,30722,31111,171178
2014-02-05,33000,33000,33555,31555,31555,266441
2014-02-06,33333,33333,34055,33000,33055,254403
2014-02-07,34388,34388,34388,32388,32666,468428
2014-02-10,33611,33611,34944,33500,34611,282724
2014-02-11,32777,32777,33888,32388,33722,299723
2014-02-12,31166,31166,33055,31000,33000,560227
2014-02-13,33055,33055,33111,31166,31777,606686
