Date,Open,High,Low,Close,Adj Close,Volume
2014-12-17,2000,2015,2000,2010,2010,264633
2014-12-18,2010,2020,2005,2010,2010,21444
2014-12-19,2010,2020,2010,2015,2015,8369
2014-12-22,2020,2040,2015,2040,2040,17099
2014-12-23,2035,2035,2015,2020,2020,2430
2014-12-24,2015,2060,2015,2060,2060,34969
2014-12-26,2060,2060,2025,2050,2050,10006
2014-12-29,2040,2055,2040,2045,2045,2745
2014-12-30,2045,2050,2005,2040,2040,54075
2015-01-02,2040,2080,2040,2075,2075,1518
2015-01-05,2060,2085,2060,2070,2070,16198
2015-01-06,2060,2070,2055,2060,2060,7139
2015-01-07,2060,2105,2060,2105,2105,11156
2015-01-08,2100,2115,2080,2115,2115,41180
2015-01-09,2080,2115,2080,2110,2110,7094
2015-01-12,2130,2150,2130,2130,2130,17278
2015-01-13,2130,2130,2105,2130,2130,14396
2015-01-14,2105,2320,2105,2250,2250,57073
2015-01-15,2250,2290,2245,2245,2245,5336
2015-01-16,2250,2300,2245,2250,2250,13969
2015-01-19,2255,2350,2255,2295,2295,27923
2015-01-20,2385,2385,2255,2275,2275,4098
2015-01-21,2250,2360,2250,2300,2300,12967
2015-01-22,2260,2300,2260,2270,2270,549
2015-01-23,2250,2340,2240,2335,2335,1925
2015-01-26,2335,2350,2335,2350,2350,220
2015-01-27,2370,2370,2280,2305,2305,2538
2015-01-28,2310,2310,2245,2245,2245,6702
2015-01-29,2240,2410,2240,2335,2335,489
2015-01-30,2335,2335,2335,2335,2335,0
2015-02-02,2350,2350,2350,2350,2350,25
2015-02-03,2350,2350,2295,2340,2340,1972
2015-02-04,2300,2375,2300,2300,2300,3009
2015-02-05,2300,2350,2300,2340,2340,6337
2015-02-06,2380,2480,2380,2480,2480,9509
2015-02-09,2475,2490,2470,2480,2480,13589
2015-02-10,2480,2480,2400,2400,2400,2555
2015-02-11,2400,2400,2340,2390,2390,6577
2015-02-12,2390,2390,2295,2370,2370,8861
2015-02-13,2370,2445,2370,2445,2445,8
2015-02-16,2445,2465,2335,2410,2410,7709
2015-02-17,2410,2435,2350,2420,2420,732
2015-02-23,2420,2500,2420,2485,2485,4056
2015-02-24,2500,2500,2370,2500,2500,5553
2015-02-25,2530,2530,2430,2435,2435,3843
2015-02-26,2440,2800,2440,2575,2575,104106
2015-02-27,2960,2960,2530,2530,2530,847401
2015-03-02,2540,2670,2290,2380,2380,189540
2015-03-03,2390,2400,2280,2295,2295,120385
2015-03-04,2295,2540,2250,2340,2340,97329
2015-03-05,2315,2385,2310,2375,2375,19638
2015-03-06,2375,2375,2310,2350,2350,25430
2015-03-09,2345,2360,2305,2330,2330,56890
2015-03-10,2300,2330,2280,2325,2325,14287
2015-03-11,2285,2335,2285,2335,2335,10956
2015-03-12,2335,2335,2295,2335,2335,17071
2015-03-13,2335,2385,2295,2330,2330,18401
2015-03-16,2385,2465,2330,2455,2455,28757
2015-03-17,2500,2500,2405,2420,2420,20051
2015-03-18,2500,2500,2400,2410,2410,18877
2015-03-19,2425,2505,2420,2460,2460,121551
2015-03-20,2510,2510,2330,2435,2435,23867
2015-03-23,2440,2460,2410,2435,2435,95768
2015-03-24,2415,2560,2415,2555,2555,78360
2015-03-25,2555,2725,2465,2485,2485,72004
2015-03-26,2475,2500,2380,2500,2500,29600
2015-03-27,2495,2595,2430,2475,2475,13178
2015-03-30,2475,2480,2435,2440,2440,47835
2015-03-31,2350,2475,2350,2425,2425,6012
2015-04-01,2425,2475,2365,2380,2380,8995
2015-04-02,2380,2580,2330,2480,2480,15843
2015-04-03,2400,2500,2400,2450,2450,4240
2015-04-06,2450,2450,2390,2420,2420,9169
2015-04-07,2410,2410,2350,2395,2395,5049
2015-04-08,2400,2530,2370,2400,2400,16470
2015-04-09,2430,2430,2285,2360,2360,14324
2015-04-10,2325,2400,2325,2395,2395,3794
2015-04-13,2330,2410,2330,2410,2410,6386
2015-04-14,2355,2375,2350,2350,2350,10219
2015-04-15,2350,2460,2330,2365,2365,16079
2015-04-16,2355,2390,2355,2360,2360,3301
2015-04-17,2370,2370,2250,2290,2290,43345
2015-04-20,2295,2355,2295,2325,2325,15895
2015-04-21,2445,2445,2360,2390,2390,5877
2015-04-22,2350,2400,2345,2375,2375,11628
2015-04-23,2530,2530,2350,2400,2400,5085
2015-04-24,2400,2480,2310,2375,2375,16749
2015-04-27,2295,2405,2295,2375,2375,17780
2015-04-28,2445,2450,2430,2430,2430,9542
2015-04-29,2490,2490,2355,2415,2415,149
2015-04-30,2355,2360,2355,2360,2360,149
2015-05-04,2360,2400,2265,2330,2330,3834
2015-05-06,2330,2360,2270,2275,2275,3394
2015-05-07,2275,2575,2275,2300,2300,6813
2015-05-08,2270,2300,2270,2295,2295,2076
2015-05-11,2295,2390,2295,2390,2390,3079
2015-05-12,2380,2435,2380,2430,2430,7694
2015-05-13,2400,2435,2400,2400,2400,45161
2015-05-14,2400,2400,2400,2400,2400,0
2015-05-15,2410,2410,2335,2395,2395,325
2015-05-18,2395,2395,2300,2315,2315,36040
2015-05-19,2295,2400,2295,2400,2400,7722
2015-05-20,2400,2400,2300,2385,2385,17914
2015-05-21,2320,2425,2300,2310,2310,12778
2015-05-22,2300,2335,2300,2335,2335,3842
2015-05-26,2335,2350,2295,2300,2300,8759
2015-05-27,2300,2305,2300,2300,2300,2052
2015-05-28,2285,2345,2285,2345,2345,106
2015-05-29,2335,2335,2320,2335,2335,28
2015-06-01,2270,2335,2215,2300,2300,26322
2015-06-02,2290,2325,2290,2305,2305,7183
2015-06-03,2325,2385,2305,2305,2305,8000
2015-06-04,2300,2320,2250,2300,2300,7021
2015-06-05,2310,2350,2310,2350,2350,6
2015-06-08,2350,2350,2350,2350,2350,1
2015-06-09,2385,2385,2265,2275,2275,11614
2015-06-10,2275,2275,2250,2255,2255,7054
2015-06-11,2265,2265,2260,2260,2260,123
2015-06-12,2270,2270,2235,2265,2265,141
2015-06-15,2265,2265,2265,2265,2265,501
2015-06-16,2220,2285,2160,2285,2285,28632
2015-06-17,2155,2285,2155,2265,2265,3407
2015-06-18,2280,2280,2175,2175,2175,3002
2015-06-19,2185,2250,2140,2185,2185,2063
2015-06-22,2195,2200,2140,2185,2185,1573
2015-06-23,2155,2275,2155,2175,2175,1759
2015-06-24,2185,2185,2150,2150,2150,4568
2015-06-25,2150,2190,2150,2180,2180,4212
2015-06-26,2185,2285,2185,2220,2220,5437
2015-06-29,2275,2275,2270,2270,2270,540
2015-06-30,2315,2315,2235,2270,2270,1526
2015-07-01,2310,2310,2235,2300,2300,2526
2015-07-02,2300,2305,2230,2295,2295,2292
2015-07-03,2250,2315,2245,2315,2315,3104
2015-07-06,2250,2310,2240,2260,2260,2368
2015-07-07,2255,2300,2255,2300,2300,2004
2015-07-08,2325,2325,2255,2285,2285,1051
2015-07-09,2295,2295,2260,2265,2265,1429
2015-07-10,2335,2335,2280,2280,2280,5777
2015-07-13,2290,2300,2290,2300,2300,393
2015-07-14,2305,2320,2290,2295,2295,3980
2015-07-15,2330,2345,2280,2300,2300,4692
2015-07-16,2300,2340,2300,2340,2340,684
2015-07-17,2330,2330,2305,2325,2325,32
2015-07-20,2335,2335,2270,2295,2295,4370
2015-07-21,2295,2345,2295,2295,2295,3454
2015-07-22,2305,2335,2300,2335,2335,4063
2015-07-23,2340,2355,2340,2350,2350,3286
2015-07-24,2365,2435,2365,2390,2390,9658
2015-07-27,2390,2820,2390,2480,2480,78593
2015-07-28,2475,2725,2475,2725,2725,34828
2015-07-29,2760,2760,2525,2655,2655,22690
2015-07-30,2635,2690,2510,2580,2580,16612
2015-07-31,2620,2650,2505,2585,2585,5874
2015-08-03,2585,2590,2510,2510,2510,1074
2015-08-04,2510,2570,2500,2505,2505,3498
2015-08-05,2515,2725,2470,2470,2470,10012
2015-08-06,2470,3110,2470,2540,2540,838672
2015-08-07,2540,2550,2420,2500,2500,177496
2015-08-10,2485,2500,2450,2460,2460,26701
2015-08-11,2410,2530,2410,2415,2415,9054
2015-08-12,2410,2570,2365,2365,2365,60613
2015-08-13,2465,2465,2365,2365,2365,8739
2015-08-14,2365,2365,2365,2365,2365,0
2015-08-17,2305,2390,2305,2365,2365,9135
2015-08-18,2365,2375,2300,2340,2340,9404
2015-08-19,2340,2370,2260,2280,2280,21207
2015-08-20,2280,2370,2280,2335,2335,15643
2015-08-21,2335,2395,2300,2385,2385,23029
2015-08-24,2220,2465,2220,2405,2405,276
2015-08-25,2300,2390,2300,2330,2330,5880
2015-08-26,2460,2550,2405,2405,2405,448
2015-08-27,2305,2440,2305,2310,2310,713
2015-08-28,2335,2420,2265,2415,2415,236
2015-08-31,2300,2410,2300,2410,2410,467
2015-09-01,2495,2495,2300,2385,2385,5857
2015-09-02,2320,2370,2320,2370,2370,15410
2015-09-03,2370,2375,2370,2370,2370,2934
2015-09-04,2370,2370,2230,2325,2325,2834
2015-09-07,2255,2335,2255,2330,2330,17
2015-09-08,2295,2300,2295,2295,2295,5000
2015-09-09,2335,2335,2310,2310,2310,13
2015-09-10,2270,2365,2270,2360,2360,70
2015-09-11,2295,2325,2285,2325,2325,10191
2015-09-14,2320,2320,2320,2320,2320,11
2015-09-15,2320,2320,2210,2300,2300,255
2015-09-16,2325,2325,2270,2280,2280,18
2015-09-17,2215,2280,2215,2280,2280,2
2015-09-18,2200,2280,2200,2280,2280,59
2015-09-21,2300,2300,2200,2275,2275,349
2015-09-22,2220,2270,2220,2270,2270,106
2015-09-23,2265,2265,2265,2265,2265,1000
2015-09-24,2265,2265,2265,2265,2265,1602
2015-09-25,2265,2295,2225,2295,2295,5464
2015-09-30,2265,2295,2210,2210,2210,7616
2015-10-01,2380,2380,2200,2295,2295,471
2015-10-02,2375,2375,2315,2315,2315,62
2015-10-05,2210,2355,2210,2355,2355,2320
2015-10-06,2375,2375,2225,2300,2300,3045
2015-10-07,2375,2375,2300,2325,2325,19951
2015-10-08,2325,2325,2300,2300,2300,3603
2015-10-12,2300,2370,2300,2315,2315,1819
2015-10-13,2300,2330,2225,2330,2330,3196
2015-10-14,2300,2390,2300,2385,2385,4355
2015-10-15,2365,2520,2330,2445,2445,3747
2015-10-16,2420,2440,2270,2270,2270,8967
2015-10-19,2280,2280,2280,2280,2280,1
2015-10-20,2295,2295,2250,2275,2275,530
2015-10-21,2275,2280,2235,2270,2270,289
2015-10-22,2220,2315,2220,2300,2300,6005
2015-10-23,2310,2310,2275,2300,2300,6
2015-10-26,2310,2310,2310,2310,2310,1
2015-10-27,2265,2315,2265,2310,2310,3247
2015-10-28,2305,2305,2255,2300,2300,146
2015-10-29,2310,2310,2310,2310,2310,64
2015-10-30,2270,2295,2250,2265,2265,7657
2015-11-02,2265,2300,2250,2285,2285,1166
2015-11-03,2235,2280,2235,2280,2280,2
2015-11-04,2280,2280,2210,2270,2270,1511
2015-11-05,2265,2265,2085,2120,2120,168032
2015-11-06,2145,2145,2100,2135,2135,18113
2015-11-09,2155,2155,2105,2115,2115,1475
2015-11-10,2110,2135,2100,2100,2100,1968
2015-11-11,2100,2110,2100,2100,2100,11545
2015-11-12,2100,2120,2095,2120,2120,1070
2015-11-13,2120,2195,2115,2115,2115,1803
2015-11-16,2110,2165,2110,2110,2110,474
2015-11-17,2120,2140,2095,2140,2140,752
2015-11-18,2150,2150,2085,2095,2095,2566
2015-11-19,2105,2105,2050,2060,2060,10939
2015-11-20,2050,2145,2000,2045,2045,54195
2015-11-23,2030,2075,2025,2075,2075,2100
2015-11-24,2020,2070,2020,2040,2040,5756
2015-11-25,2050,2060,2045,2045,2045,526
2015-11-26,2075,2075,2075,2075,2075,1
2015-11-27,2065,2070,2025,2035,2035,2044
2015-11-30,2150,2150,2025,2060,2060,9843
2015-12-01,2145,2145,2010,2015,2015,5641
2015-12-02,2015,2030,2015,2015,2015,3257
2015-12-03,2015,2100,2015,2050,2050,1326
2015-12-04,2145,2145,2075,2075,2075,80
2015-12-07,2075,2075,2015,2035,2035,73
2015-12-08,2140,2140,2025,2025,2025,774
2015-12-09,2035,2070,2025,2025,2025,1000
2015-12-10,2015,2065,2015,2065,2065,48
2015-12-11,2065,2090,2035,2070,2070,151
2015-12-14,2075,2080,2015,2015,2015,4418
2015-12-15,2100,2100,2010,2085,2085,453
2015-12-16,2095,2095,2025,2030,2030,1710
2015-12-17,2055,2055,2055,2055,2055,1
2015-12-18,2065,2065,2030,2065,2065,173
2015-12-21,2020,2060,2015,2015,2015,2660
2015-12-22,2025,2100,2025,2100,2100,10
2015-12-23,2030,2095,2025,2060,2060,338
2015-12-24,2080,2080,2030,2070,2070,2315
2015-12-28,2070,2070,2015,2020,2020,1094
2015-12-29,2050,2050,2050,2050,2050,1
2015-12-30,2080,2080,2020,2055,2055,114
2016-01-04,2055,2060,2020,2060,2060,2225
2016-01-05,2060,2060,2060,2060,2060,379
2016-01-06,2030,2060,2030,2050,2050,5317
2016-01-07,2060,2060,2030,2035,2035,47
2016-01-08,2070,2145,2065,2075,2075,17405
2016-01-11,2185,2185,2040,2045,2045,12
2016-01-12,2155,2155,2030,2085,2085,614
2016-01-13,2085,2170,2080,2150,2150,258
2016-01-14,2100,2175,2100,2110,2110,3006
2016-01-15,2170,2170,2100,2145,2145,539
2016-01-18,2050,2050,2040,2045,2045,1697
2016-01-19,2020,2065,2020,2065,2065,3543
2016-01-20,2065,2075,2065,2075,2075,2028
2016-01-21,2045,2240,2045,2170,2170,6333
2016-01-22,2170,2170,2170,2170,2170,0
2016-01-25,2100,2200,2100,2105,2105,204
2016-01-26,2105,2105,2105,2105,2105,0
2016-01-27,2165,2170,2150,2150,2150,2239
2016-01-28,2170,2170,2100,2165,2165,1015
2016-01-29,2215,2215,2215,2215,2215,1
2016-02-01,2180,2180,2110,2175,2175,1246
2016-02-02,2050,2170,2050,2075,2075,6096
2016-02-03,2170,2170,2085,2150,2150,954
2016-02-04,2100,2210,2095,2195,2195,5475
2016-02-05,2195,2195,2125,2130,2130,1407
2016-02-11,2130,2205,2080,2205,2205,3365
2016-02-12,2090,2120,2015,2055,2055,34209
2016-02-15,2060,2080,2055,2080,2080,852
2016-02-16,2100,2100,2005,2040,2040,18320
2016-02-17,2040,2065,2015,2015,2015,2910
2016-02-18,2090,2090,2065,2070,2070,78
2016-02-19,2010,2075,2010,2045,2045,17
2016-02-22,2015,2055,2015,2015,2015,1811
2016-02-23,2055,2055,2055,2055,2055,16
2016-02-24,2100,2100,2075,2080,2080,67
2016-02-25,2090,2090,2025,2025,2025,10
2016-02-26,2065,2065,2010,2010,2010,2058
2016-02-29,2085,2085,2010,2010,2010,106
2016-03-02,2010,2050,2000,2045,2045,10264
2016-03-03,2045,2050,2020,2045,2045,4108
2016-03-04,2020,2045,2020,2045,2045,8
2016-03-07,2015,2050,2015,2050,2050,2002
2016-03-08,2010,2050,2010,2050,2050,5305
2016-03-09,2010,2050,2010,2050,2050,301
2016-03-10,2050,2050,2050,2050,2050,1016
2016-03-11,2020,2050,2020,2050,2050,22
2016-03-14,2050,2050,2020,2040,2040,518
2016-03-15,2005,2045,2005,2030,2030,5613
2016-03-16,2040,2040,2000,2030,2030,10653
2016-03-17,2030,2030,2000,2030,2030,6089
2016-03-18,2000,2025,2000,2000,2000,3103
2016-03-21,2025,2025,2000,2000,2000,2811
2016-03-22,2000,2030,1990,2020,2020,11585
2016-03-23,2020,2020,2020,2020,2020,0
2016-03-24,2020,2040,1995,1995,1995,2006
2016-03-25,1990,2020,1990,2020,2020,1006
2016-03-28,2000,2020,1995,2020,2020,8444
2016-03-29,2095,2095,2000,2000,2000,1203
2016-03-30,2070,2070,2000,2060,2060,220
2016-03-31,2065,2065,2065,2065,2065,1
2016-04-01,2000,2025,2000,2005,2005,3811
2016-04-04,2025,2025,2010,2010,2010,232
2016-04-05,2040,2050,2010,2050,2050,40005
2016-04-06,2000,2050,2000,2010,2010,921
2016-04-07,2005,2050,2005,2050,2050,1204
2016-04-08,2030,2040,2030,2040,2040,175
2016-04-11,2045,2045,2030,2045,2045,56
2016-04-12,2040,2040,2000,2040,2040,16
2016-04-14,2040,2050,2040,2045,2045,1350
2016-04-15,2050,2050,2035,2050,2050,1223
2016-04-18,2030,2050,2030,2050,2050,202
2016-04-19,2035,2035,2030,2030,2030,227
2016-04-20,2070,2070,2030,2030,2030,303
2016-04-21,2025,2050,2025,2050,2050,303
2016-04-22,2065,2065,2030,2030,2030,207
2016-04-25,2060,2070,2055,2055,2055,28
2016-04-26,2070,2075,2070,2075,2075,49
2016-04-27,2115,2115,2040,2040,2040,313
2016-04-28,2050,2050,2000,2000,2000,1574
2016-04-29,2025,2025,2010,2010,2010,205
2016-05-02,1995,2025,1995,1995,1995,98
2016-05-03,1990,2040,1990,1995,1995,2999
2016-05-04,2000,2025,1995,1995,1995,2720
2016-05-09,1995,2055,1995,2055,2055,1186
2016-05-10,2065,2065,2005,2030,2030,222
2016-05-11,2030,2195,2005,2070,2070,144
2016-05-12,2165,2165,2165,2165,2165,11
2016-05-13,2165,2165,2015,2015,2015,52
2016-05-16,2000,2125,2000,2075,2075,8544
2016-05-17,2125,2145,2125,2140,2140,5
2016-05-18,2155,2155,2070,2085,2085,4266
2016-05-19,2010,2115,2010,2095,2095,12
2016-05-20,2020,2130,2020,2130,2130,5
2016-05-23,2020,2125,2020,2040,2040,2643
2016-05-24,2010,2025,2000,2020,2020,2562
2016-05-25,2020,2100,2020,2100,2100,14168
2016-05-26,2100,2130,2050,2050,2050,6228
2016-05-27,2100,2110,2020,2085,2085,4017
2016-05-30,2135,2145,2085,2105,2105,4658
2016-05-31,2105,2165,2105,2165,2165,1001
2016-06-01,2165,2165,2160,2160,2160,11
2016-06-02,2180,2180,2180,2180,2180,1
2016-06-03,2180,2180,2180,2180,2180,0
