Date,Open,High,Low,Close,Adj Close,Volume
2015-02-05,2220,2490,2165,2165,2165,1777763
2015-02-06,2250,2250,2165,2225,2225,203505
2015-02-09,2280,2280,2165,2195,2195,99915
2015-02-10,2235,2235,2130,2135,2135,58888
2015-02-11,2150,2170,2110,2130,2130,70010
2015-02-12,2180,2180,2120,2160,2160,31448
2015-02-13,2175,2195,2130,2195,2195,33216
2015-02-16,2200,2210,2175,2205,2205,14473
2015-02-17,2205,2205,2160,2180,2180,23313
2015-02-23,2180,2195,2150,2165,2165,50153
2015-02-24,2170,2210,2160,2200,2200,23860
2015-02-25,2215,2215,2180,2190,2190,16780
2015-02-26,2205,2215,2190,2210,2210,32937
2015-02-27,2180,2220,2170,2200,2200,32730
2015-03-02,2200,2240,2200,2240,2240,16828
2015-03-03,2255,2310,2240,2295,2295,36926
2015-03-04,2260,2320,2260,2280,2280,16286
2015-03-05,2260,2315,2255,2260,2260,27518
2015-03-06,2270,2300,2220,2295,2295,26639
2015-03-09,2255,2295,2240,2240,2240,20430
2015-03-10,2235,2235,2135,2150,2150,141280
2015-03-11,2180,2180,2120,2150,2150,58129
2015-03-12,2150,2175,2135,2150,2150,53173
2015-03-13,2140,2150,2125,2150,2150,60374
2015-03-16,2150,2170,2145,2150,2150,165561
2015-03-17,2155,2190,2150,2190,2190,60860
2015-03-18,2220,2225,2190,2200,2200,32767
2015-03-19,2240,2240,2190,2230,2230,45756
2015-03-20,2220,2250,2220,2245,2245,18424
2015-03-23,2280,2280,2230,2240,2240,26099
2015-03-24,2240,2255,2225,2235,2235,77086
2015-03-25,2235,2235,2205,2220,2220,99975
2015-03-26,2210,2220,2205,2210,2210,11795
2015-03-27,2200,2205,2180,2190,2190,89598
2015-03-30,2180,2200,2160,2195,2195,57715
2015-03-31,2195,2200,2155,2180,2180,71120
2015-04-01,2190,2190,2160,2180,2180,34086
2015-04-02,2175,2200,2160,2185,2185,40915
2015-04-03,2185,2190,2165,2180,2180,11458
2015-04-06,2195,2195,2185,2195,2195,44231
2015-04-07,2195,2195,2185,2195,2195,8117
2015-04-08,2195,2195,2180,2190,2190,24638
2015-04-09,2185,2195,2185,2185,2185,48873
2015-04-10,2185,2195,2185,2195,2195,29444
2015-04-13,2185,2190,2175,2185,2185,57293
2015-04-14,2190,2195,2185,2190,2190,24971
2015-04-15,2185,2230,2185,2230,2230,66767
2015-04-16,2230,2230,2200,2225,2225,34555
2015-04-17,2220,2240,2215,2235,2235,12870
2015-04-20,2215,2270,2215,2245,2245,47481
2015-04-21,2280,2285,2250,2280,2280,59966
2015-04-22,2280,2290,2260,2260,2260,40068
2015-04-23,2250,2290,2250,2270,2270,30206
2015-04-24,2245,2270,2245,2270,2270,31037
2015-04-27,2285,2285,2240,2265,2265,3754
2015-04-28,2250,2260,2250,2250,2250,5070
2015-04-29,2270,2270,2245,2255,2255,2764
2015-04-30,2265,2265,2230,2255,2255,4057
2015-05-04,2255,2260,2240,2260,2260,12062
2015-05-06,2260,2260,2230,2240,2240,36029
2015-05-07,2240,2245,2210,2225,2225,9819
2015-05-08,2225,2225,2200,2220,2220,8180
2015-05-11,2205,2230,2205,2220,2220,4320
